"","gene_1","gene_2","gene_3","gene_4","gene_5","gene_6","gene_7","gene_8","gene_9","gene_10","gene_11","gene_12","gene_13","gene_14","gene_15","gene_16","gene_17","gene_18","gene_19","gene_20","gene_21","gene_22","gene_23","gene_24","gene_25","gene_26","gene_27","gene_28","gene_29","gene_30","gene_31","gene_32","gene_33","gene_34","gene_35","gene_36","gene_37","gene_38","gene_39","gene_40","gene_41","gene_42","gene_43","gene_44","gene_45","gene_46","gene_47","gene_48","gene_49","gene_50","gene_51","gene_52","gene_53","gene_54","gene_55","gene_56","gene_57","gene_58","gene_59","gene_60","gene_61","gene_62","gene_63","gene_64","gene_65","gene_66","gene_67","gene_68","gene_69","gene_70","gene_71","gene_72","gene_73","gene_74","gene_75","gene_76","gene_77","gene_78","gene_79","gene_80","gene_81","gene_82","gene_83","gene_84","gene_85","gene_86","gene_87","gene_88","gene_89","gene_90","gene_91","gene_92","gene_93","gene_94","gene_95","gene_96","gene_97","gene_98","gene_99","gene_100"
"1",19.0077030230368,22.2065665703457,23.8129597271055,26.7876687904423,26.1031742840221,27.3173847481645,27.8310591129548,29.2353848860023,30.750915284103,32.2855575544354,30.6471449648673,32.2082543240418,32.5688944133753,31.8558878110741,36.8524908651695,36.5589129769068,36.5952387638356,36.4834800550164,36.4237197487311,36.3660881830088,20.2523400390951,19.5451363825475,19.6951656668499,20.7373909200244,20.2291362323099,20.3583855058051,20.3731545756385,18.8377267177175,19.955869838301,19.8572430432326,19.7299930762731,21.3804933576949,20.1688869308504,18.9856196469059,20.0278751247946,21.3187732765652,20.5051266919905,20.2408140902715,19.9101821044358,19.9029966388396,20.2728579509164,18.8158270566141,19.2135830896015,20.6630330665468,21.6081954656766,19.8942934072022,20.7574344306135,20.6033013393937,18.2757110222387,20.6240947264789,21.4342040954217,20.0450941067245,19.7084959169736,20.8016645130248,18.9032994383863,18.9378905348719,19.3207935109745,20.422856822392,21.5522802144804,19.1116002470826,20.8097156352734,20.7750694012584,20.4802466238938,20.5843945451618,20.4356736186516,21.041145028067,19.0850571358484,20.0631776383141,20.2885135759347,22.0249910951662,21.815121694855,19.0803027322559,20.3360354070709,18.703226122422,21.1420576687802,21.4193719832902,19.5801819341866,18.9842598785375,20.4791594904929,19.9722316115442,19.8527600328804,21.7360045704271,20.5796935969929,20.667013017738,20.9539268673351,19.6378984029075,22.3181714421159,21.911808133336,20.4654096671633,19.4951355848086,18.6896366151758,19.9186769857211,19.0626904029034,21.0118748774899,20.3839484586784,19.1405478307429,19.2771209236401,21.252584202178,19.4247853784893,19.423259649297
"2",19.0039337759824,19.4431544557927,18.6440891623966,19.6022224049353,19.8570979099101,19.7685662666435,20.3448502427879,20.4402135434609,19.0682391025049,20.9987910012068,21.4697603328312,20.3551336941713,20.6415183188334,19.1460090190948,20.9836899535124,65.6426866759073,65.8610707373604,66.1136384970199,65.8383221637559,65.2640261323105,19.131102516463,20.8580355407315,19.7509397045918,19.5665382321826,19.9286490236776,21.0974907567722,20.4563455715594,20.2708939113948,20.1852780302194,21.472531254803,19.1504772381816,19.8504016024658,20.7750564906794,18.9245122025104,20.2874972347397,21.0052056691445,21.4964355014922,18.2117991549983,19.8738233521345,19.2777527763245,19.0412681405323,20.2179915764891,20.0301016132708,19.9277368331585,20.8179855814652,20.317267543487,20.5177854707767,21.6691572747222,19.451595501652,21.1845980783288,19.745415277649,20.3355426940211,20.6797359367927,20.2530962011252,19.6759760732769,19.2906508545286,19.2396774405638,20.9741120055078,20.4128798452813,20.4365334691711,20.1054985861323,18.5823233343738,18.2888818251459,19.7641628180736,18.9254741200769,19.5981969751841,20.803454015238,21.2010574927535,21.1433379137061,20.6663090843601,20.5546944398801,21.0030848921444,19.707777960153,20.4238185761041,19.6447401270553,19.0344483241022,19.7528842257346,20.2937609020722,19.1887062972823,19.5923228909835,20.0076632410563,19.4820182952978,18.2722798829609,17.582208795479,20.3671814796008,20.8448421675791,21.3702328852962,19.7979801923804,21.1556153369203,18.9154449781278,17.5769781467248,19.3779033369376,20.8532107263276,18.2663247294112,18.4154684864782,20.1210968093487,20.0054701035033,20.1459383372866,19.4756013285216,20.5324532393111
"3",21.6752190947552,22.3785880553831,23.2989592179161,22.905228990926,25.8984899762885,25.8184893538037,28.9422616468534,28.1789511966612,29.9041420074296,31.0930607879955,30.3545558678637,30.5520776200953,33.6805662835263,36.7516840281746,33.8270788914768,41.359089502462,41.5114005011511,41.1507950808474,40.8780359550246,41.4532186021664,20.6423142651503,19.9116056939149,18.5088862656102,17.8068924402798,19.7810438371356,18.914215020252,19.3920199681553,20.0682057053641,20.3898674499256,18.9942017119314,21.6391149010877,17.7996386620873,19.1838428189244,20.2724677277263,18.3969418988437,20.6720001430874,19.8367879730779,21.5177988201083,21.1338010929553,19.1393517395053,19.7201389076937,20.4055027629006,18.7803430478362,19.9435524845367,18.9236256320311,20.5572747425595,21.2422936794484,19.4542923294454,20.8589490266775,18.0763986807567,19.5241999696341,19.9947524841165,18.3409964139476,21.1774680466054,21.3737279987924,20.3401933170221,19.4019288719099,20.3819140245464,21.5614533236475,19.3322517048958,21.7948336033442,19.3126205839376,20.6333836604485,20.4567634223531,21.5901768216534,19.1306719362404,21.2427845551076,21.8230069836222,21.2887502350878,19.9868600725665,19.2959210178901,18.5218511866095,19.0734624506287,20.1955273353921,19.0878553656271,20.4551531394669,20.472057606476,21.9093160540167,20.3915326734538,18.230344648031,20.5364431931307,19.0357580585719,19.7271244345557,20.2812999219761,18.0361421176242,19.698470742763,20.1953652538128,20.399586867906,20.3508495321086,20.0415636064793,18.0793210813485,20.0055453397553,19.1252682062168,19.4543031242643,19.2346226508028,21.8828885368918,19.0098559966743,18.3393130406323,20.0914020536556,19.2909450163887
"4",19.8912042909107,21.3289745410494,22.6009227616016,25.0609815367414,24.4742910940712,26.0424589038011,27.7774410117344,28.5221868617515,29.5865862409408,31.0246949471678,30.7660182914966,31.6045424350308,32.8452296822996,33.988147038792,36.9041428232659,42.0642156134771,41.9782198724199,41.5994788954325,42.7781542560961,41.7936306959724,19.6530638922926,20.0396626650718,20.232683451936,19.5258394964188,20.9531232741848,20.555270247998,19.897955891746,18.9299354593867,19.4734108716771,19.3542892643403,21.9479304557261,21.7827830483072,20.6604662596645,19.9572769952363,20.7183443131749,18.9954993255443,19.1291909141238,20.2397154745503,21.6928050681469,20.2357330516565,18.8795838431533,20.0499158312066,19.9420283367453,21.1933398637232,21.4145246072027,20.7009737034566,18.7822658386255,20.5164843588946,18.4173610653128,19.3047175409733,20.6246308325951,21.338341769592,19.0392532692257,17.7537896011024,18.6989860497005,17.923332102803,21.0597819707431,19.4496593093078,20.8458740551107,18.2775075381,20.4274008457549,18.923642561616,17.8574545398088,21.0429212753666,21.4170803401448,19.3306010100608,21.0697532844967,19.4353332865505,19.0571979338299,20.5310346596613,17.1983946639455,20.1210489859287,19.7271654320407,20.0510601991228,19.3676966430756,19.9806690668416,19.8052113742305,20.1815166633606,20.2188312174305,21.1419143637716,18.9632087159308,20.0352482181811,17.9327031094628,18.9232856526742,20.6342738685291,18.6572004973747,19.6599919597396,20.5247569162848,18.855424173006,19.8496596696614,18.7662970726525,21.6556248780046,21.0027251568996,19.5986478916781,20.1978706110368,19.5764272942772,19.1354828545264,18.8319989173198,20.9234625490294,22.1805862544909
"5",23.0716667455589,21.8657571085004,21.5708581955408,24.8277819524348,25.6550611858428,26.8204269900969,26.7565886203753,29.5845235340407,28.20562828839,28.4632231354026,29.6784507322803,31.8342441650272,34.4283645066393,34.6161253710803,36.1457211535668,31.3270129365018,30.9155527973392,30.3728417426347,30.9699109467132,31.494135078143,19.4847367684515,20.5470698007571,20.5657021951648,20.2149282133323,18.747533064317,19.4043957512006,19.4825806711073,17.8274519423222,18.1446438043808,20.2614302123036,20.6274596729027,20.9533185044666,17.8326243014163,17.6068383374606,21.2131509904033,20.0635100412266,19.710170518083,18.7876611566889,20.4004354961546,19.8826217360125,19.6944986210471,19.2937116888618,20.150979431273,19.9964719406524,20.3964765508846,19.7273894793476,21.109580854801,20.8630660662744,17.0902388057277,18.4051688478358,18.6706750456124,22.2280400151899,19.3738234770965,19.8294385901495,19.5976332174033,18.5464151255743,20.2647105944889,19.2744235203885,21.1669320659083,21.110667766605,20.7044953283609,18.4513821568594,19.8012400617429,20.0078772867136,20.0322652933059,19.631718860394,20.2340380592341,18.4905767455208,20.9058882304383,19.1603864737434,18.7059775606329,18.8097790637412,21.2225447861551,19.1069594349572,19.3619043296196,20.5461223524509,19.9667421103934,18.4732751012688,19.4695262100658,19.5896767621226,21.2357544284577,19.4479434685024,20.0294902164867,20.9781842560853,21.6358331755786,20.7306302093233,19.2537651029812,20.61880650363,19.8637250574397,19.7772364786635,20.4336866281731,20.3719766450237,21.0969787820009,19.6572843243279,20.4883901827393,19.7396985390616,18.6031057211178,18.7029002732714,18.9746531643871,19.3369881415904
"6",20.7033502084066,22.7534572872149,22.7710949514898,25.3472602844789,24.8782596545942,27.3686880467374,26.5504722156799,26.1756582555138,27.9998921721666,29.8165961577132,30.34130898444,32.0863311880915,32.1794324560508,33.0114938192386,33.7211195660441,47.7941243393004,48.5860904665243,48.3995506935896,47.7859439989316,48.115404882444,20.3981689233301,19.7743128171628,19.6735982498794,20.6008095535531,21.2167197758225,21.9317868460536,20.049043159064,17.6362847692045,20.2512193188115,19.5188584638462,19.283136308192,18.6623958890229,22.2732756101923,17.423047797004,21.5958451392059,20.1700568534329,20.0077753022987,20.304965170663,18.6442863306017,20.9377488216816,18.5146524578595,18.6565176583905,21.1440183449936,19.7519819535905,20.7994663741518,20.6233202455074,19.0564409653546,19.0627042888076,20.5420100625729,20.5844626336651,20.6906762949592,21.0781725808033,19.7798953074356,20.1179786912871,19.4525650051706,19.5673315830032,20.0994756266237,20.2195024660784,20.7391758396045,17.7717671230186,20.3343166061958,19.9003097332347,21.4568637426158,20.3736652554225,18.9706138099781,21.0818312900043,19.25990014877,19.6701603087325,19.7996602097167,20.4548958687107,20.0649305468123,20.7727917969712,21.5373544819472,19.4517419106725,19.1558489320587,19.0144823831408,18.7397509253455,18.9729476190297,21.0389856834521,20.2173280406608,19.3447056872153,19.4837383527163,18.9996212137496,20.7888453303219,20.7948571276532,22.132624657136,19.3695659449318,19.5455747515726,19.5300887493682,19.371227181806,19.4342367143783,20.0691053131058,20.9734237141181,19.6019219941072,19.8072657433933,20.0125114619342,19.5675944100241,18.4165083672817,21.2879652536218,20.9083040288101
"7",21.8230969606992,19.1358245625106,22.0109581424029,22.6661860157993,20.9172542364836,20.3681600526862,20.6821416396082,19.1465110134062,18.2304261701796,19.7405100394957,19.4097869872604,19.9544022751748,19.9801936284378,19.4786343386377,18.6434791206694,47.000283229534,46.36338361119,47.3184930729943,47.1469512500743,47.2695218885388,17.0135439307162,18.5186079184229,20.0871257663276,18.4506985972652,18.5856706012458,19.5581152768251,19.9325197320445,18.6012239632902,17.4795218938143,19.5852249050286,19.5822065516063,20.1364659659583,20.9775782804212,20.9185176491321,20.7102240425036,19.858774283238,20.463395316996,22.4503490680282,20.9775522437723,19.7509431685514,18.7238928992214,19.5101451943176,21.2430247838523,20.6090516505845,19.7165382596763,18.1992692945592,20.4983518364662,20.424406677182,19.3818629828289,22.933747802242,21.4869125887756,21.0319348739249,21.9983549009355,21.6358595525125,20.5502195381823,19.1121377187682,21.4535380511191,22.5149370748745,22.9626220420467,21.1631176107886,21.1963568824485,19.8677836906027,18.197142522268,20.6388003274669,20.7256230775172,19.8578608963993,20.1108848957287,21.7345750590499,19.3661701531095,18.1825466880916,20.6447195793509,21.4049185391126,20.2519226944804,19.3686699272469,18.8529395999408,19.1107136321165,19.8155771055383,19.119911449243,20.1933454510233,18.2254738528336,20.6660569320324,18.1113594703405,17.9701836338999,22.5437936311712,19.8287168674049,18.009307876123,20.2862645145786,18.0649107707192,20.0508688942118,17.6726689777979,18.0227678814409,19.1841139352895,19.4071092149074,18.6215797062358,20.6807988629247,18.1139704724775,19.3270564996342,20.5859546331788,21.7793101265975,20.2278851221471
"8",20.5548273363457,18.670542508022,20.2688071719003,19.0572974478866,19.8089241027752,19.8140039073006,20.6128108185062,18.3646549823118,20.0681777235099,21.4751288748377,20.029570171467,20.7080741073033,19.4976571916142,19.0849269067018,20.4523202580022,44.0499131699174,43.4283215395525,43.7636350013401,43.9048868210121,43.4634681023026,19.9494527180662,19.0696671190046,18.6318156406482,20.8714535464386,21.2760058351793,22.9378820278724,19.7971493943863,19.7961748155021,20.5159199679819,21.0788378068989,19.4758890450961,19.3186107446272,20.1777723974294,20.3456817390317,20.3484850123724,19.9556608406797,19.985498520492,20.3218849240612,21.1971274264477,20.3801635688628,21.6794638872179,20.4997900566397,18.5592961035325,18.4851043124143,20.2775099864783,16.8599555216288,18.3365499752566,20.0810145106318,19.1729749848935,20.5401670044436,20.3159682796445,19.9058577395838,20.5116724177272,20.1517810290201,20.8968204694744,18.806168434184,19.4073768877536,18.8129513727457,20.0908786106909,21.3798826696396,19.5466596325044,19.9518118879196,21.024122601095,18.8937241137167,20.7510115715087,19.6485973603192,20.4071905914328,20.0671397998114,18.1605659517929,20.8209508688249,19.3780783123666,20.686888821474,21.2670594675873,20.3131055535647,19.3889425445197,20.6095532122576,19.8119100409791,19.8330789341835,18.4493272919015,19.6154533789076,20.8312472700574,19.5702899456788,18.9640889454359,19.0390989291845,19.9776786745731,21.0796810286856,21.5099374222319,20.775787063257,21.0314992926237,19.3975278838,19.4400381353163,20.794738525939,20.5970173491361,19.4236304649393,19.466852484348,20.4760164711313,18.0657951629841,21.7556021840048,20.6849071529535,19.0091402598689
"9",19.9346695688894,21.8781460329734,24.1976416671485,23.9667782740541,26.0568077630066,26.8362538563524,27.0148547560327,27.2115004091801,29.2970486404262,30.7261399054785,29.6870353815659,32.2022220497852,32.5717031235549,33.861813099819,36.2690590436134,50.0143419010281,49.9080820258081,49.3859647853028,50.0203004398976,49.9619117114693,20.9535572136521,20.3936562825061,20.9234371954937,20.0988589465884,20.9722904415842,21.1800731146904,19.6869696298115,20.7977375105589,20.5965338045516,20.1580044064276,18.7951151783955,20.9876000770536,18.7472089607537,19.5173643476997,22.3618296108906,21.6168621062545,19.8534485378556,20.6756070169342,19.4245544026104,18.6061446590324,20.5342816044573,21.4121522510162,20.5175883025193,19.3481665057478,20.6137179898947,22.0473926668164,20.8397846408021,17.1019230684069,18.2408936851404,20.7864859786059,21.6803960052541,19.6054291158157,20.837918354625,21.1363460921476,19.5129289462195,20.9100396892303,19.9214335694391,19.3161431608538,20.3323372467362,19.461429475885,21.1125358773966,20.9072241078919,19.5161278809557,20.0426976169292,20.7539563430537,21.5316759403507,21.3408495918273,20.0362970021659,18.7198368461622,20.6827759703982,19.7953198425566,20.573231966111,20.7437471581274,19.964552637085,17.7369485278443,20.1068013112912,19.9701467407585,18.9615338264582,22.234725131429,18.6713350770065,20.9925340843836,19.589624721475,18.484669867329,18.4649118261338,20.531113367613,20.7857133828027,20.3216825818534,19.8904167185046,20.1624623909135,20.9332625813951,20.521221456399,19.6672948582941,19.6426011114578,20.1320941819637,19.7715805160061,20.9875221973927,19.0869435634398,20.0416660682461,20.7072915079348,19.5945451470191
"10",18.5778840872714,18.7162910281746,18.9603823828443,19.7317887989059,22.5033320868685,19.2822945683992,19.564225312619,17.9042352005526,18.1393962871548,21.7069561138771,21.4224961385201,19.8484333135204,20.8917803320505,20.4897441565856,20.44095914996,54.0116709714285,54.5623223774218,54.4999413262809,54.0800237438774,54.0814652425691,21.2995128763533,18.9833850367251,18.6099165458936,20.0487875313786,19.8557775884838,20.9068295376508,20.1580498704325,20.979524287905,21.5817515924,20.8324233224823,19.633048358046,19.708408673727,19.943583393746,19.9236561344652,19.0304853590527,20.7972180122482,20.4136974710998,19.5325015411196,20.5800839243235,19.770284349243,21.2753554953557,19.4181024468629,18.5309724989584,19.0981837349326,20.904894822121,18.5622703007937,19.0660167840518,19.1335550551819,21.4793363466195,19.4511559294672,18.5859718798541,20.7789867537739,19.171480462672,21.6150767292813,19.2599380139692,21.5014482324867,20.4111938218131,21.4903574460672,18.3394492051942,21.2411846256324,18.0007088969564,20.7916401282874,20.1837923004013,21.1200044452436,18.4730146517404,20.8728166499361,19.8812608206575,21.0211008103093,20.1662722755906,19.788617891032,18.8393602387545,19.5095417035192,22.0771735896654,19.4864633873418,20.3578653386018,20.4792447443383,20.0272417543658,19.844524224425,20.2504760642889,19.6419824743358,21.4631108051354,20.5450296674579,19.8969600790693,20.8688228885103,20.6157463501361,21.0062681409104,18.6887884503828,19.7640733413311,19.2252976373938,19.280041224256,19.9463529179972,20.1599701074506,20.6753022121247,20.4101402121213,19.4305744648963,20.5206935078466,18.4387744365361,21.3508243536468,20.3391344134622,22.0376494726977
